Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G_xG,Expected_np:G_xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A_xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take_Ons_Att,Take_Ons_Succ,Take_Ons_Succ%,Take_Ons_Tkld,Take_Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
Tommy Doyle,ENG,MF,Wolves,Premier League,23,2001,7,1,204,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,1,20,2,0.00,0.44,0.44,0.00,0.44,0.12,0.04,0.16,0.12,0.16,2.3,0,3,0,0.0,1.32,0.00,0.00,,24.5,0,0,0,0.09,-0.3,-0.3,114,138,82.6,2619,923,34,36,94.4,50,56,89.3,29,36,80.6,1,0.1,0.1,+0.9,3,20,2,0,20,138,124,12,9,0,2,3,1,2,1,1,0,114,2,3,8,3.53,4,2,1,1,0,0,2,0.88,1,0,1,0,0,0,2,1,0,2,0,1,4,25.0,3,3,1,2,1,3,4,0,161,9,46,94,22,1,161,3,2,66.7,0,0.0,90,562,217,1,1,0,4,1,106,2,0,2,2,0,3,1,1,0,0,0,13,1,0,100.0
Radu Drăgușin,ROU,DF,Tottenham,Premier League,22,2002,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,1.1,0,1,0,0.0,0.90,0.00,0.00,,11.5,0,0,0,0.02,0.0,0.0,48,57,84.2,838,290,16,18,88.9,31,33,93.9,0,3,0.0,0,0.0,0.0,0.0,0,7,0,0,1,57,51,6,5,0,0,0,1,0,0,0,0,48,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,3,0,70,7,26,36,9,2,70,1,0,0.0,0,0.0,33,138,65,0,1,0,1,0,39,0,0,1,2,0,0,1,0,0,0,0,3,5,2,71.4
Patrick Drewes,GER,GK,Bochum,Bundesliga,31,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,231,348,66.4,8239,6986,33,33,100.0,79,79,100.0,119,233,51.1,0,0.0,0.0,0.0,0,7,0,0,0,348,242,105,39,0,0,0,0,0,0,0,0,231,1,1,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,1,375,282,371,4,0,0,375,0,0,,0,,203,1038,557,0,0,0,0,0,168,0,0,0,1,0,0,0,0,0,0,0,11,2,0,100.0
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,19,2005,7,5,344,3.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,14,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,3.8,0,2,2,100.0,0.52,0.52,0.00,0.00,27.5,0,0,0,0.03,-0.1,-0.1,140,165,84.8,2414,925,74,80,92.5,51,58,87.9,13,19,68.4,0,0.0,0.2,0.0,1,13,2,0,14,165,158,7,4,1,2,1,3,0,0,0,0,140,0,3,6,1.57,6,0,0,0,0,0,1,0.26,1,0,0,0,0,0,17,7,11,6,0,9,12,75.0,3,6,4,2,1,18,8,0,207,18,85,115,11,0,207,0,0,,0,,119,453,204,2,2,0,3,5,128,2,0,7,2,0,1,1,7,0,0,0,10,2,10,16.7
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30,1994,8,8,636,7.1,3,3,6,2,1,1,0,0,3.8,3.0,2.3,5.3,4,24,58,0.42,0.42,0.85,0.28,0.71,0.54,0.33,0.86,0.42,0.75,7.1,3,28,11,39.3,3.96,1.56,0.07,0.18,18.9,4,1,1,0.11,-0.8,-1.0,147,231,63.6,2787,828,55,76,72.4,47,73,64.4,31,56,55.4,3,2.3,2.9,+0.7,14,12,10,5,24,231,178,51,11,2,4,41,1,24,8,11,0,147,2,3,24,3.40,18,5,0,1,0,0,4,0.57,4,0,0,0,0,0,4,2,1,2,1,1,6,16.7,5,2,0,2,2,6,12,0,296,14,28,106,163,43,295,4,2,50.0,2,50.0,151,449,183,4,4,3,8,2,182,58,0,1,4,4,41,2,2,0,0,0,11,7,8,46.7
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29,1994,7,6,533,5.9,0,1,1,0,0,0,5,0,0.3,0.3,1.3,1.5,5,33,10,0.00,0.17,0.17,0.00,0.17,0.05,0.21,0.26,0.05,0.26,5.9,0,6,2,33.3,1.01,0.34,0.00,0.00,23.4,1,0,0,0.05,-0.3,-0.3,255,329,77.5,4449,1344,121,138,87.7,92,114,80.7,28,56,50.0,1,1.3,1.2,-0.3,9,33,7,0,33,329,296,33,12,1,8,20,2,16,6,8,0,255,0,4,22,3.71,9,6,1,3,3,0,3,0.51,3,0,0,0,0,0,7,4,3,4,0,4,11,36.4,7,4,1,3,6,13,4,1,377,9,66,231,87,2,377,8,5,62.5,1,12.5,208,1061,383,5,10,1,9,6,224,10,0,7,14,0,20,6,4,0,0,0,50,5,4,55.6
Denzel Dumfries,NED,DF,Inter,Serie A,28,1996,8,2,300,3.3,2,0,2,2,0,0,2,0,1.2,1.2,0.3,1.4,9,8,29,0.60,0.00,0.60,0.60,0.60,0.35,0.08,0.43,0.35,0.43,3.3,2,6,6,100.0,1.80,1.80,0.33,0.33,8.8,0,0,0,0.19,+0.8,+0.8,107,141,75.9,1759,403,56,62,90.3,42,58,72.4,9,17,52.9,0,0.3,0.2,-0.3,4,3,4,2,8,141,118,23,1,0,2,10,22,0,0,0,0,107,0,4,8,2.40,6,1,0,0,1,0,1,0.30,0,0,0,0,1,0,5,4,1,2,2,2,4,50.0,2,3,0,3,1,6,4,0,172,5,28,75,73,10,172,8,1,12.5,7,87.5,96,530,285,9,6,2,4,0,114,29,0,12,4,0,10,1,4,1,0,0,12,5,4,55.6
Alfred Duncan,GHA,MF,Venezia,Serie A,31,1993,7,7,576,6.4,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,7,30,9,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.12,0.07,0.12,6.4,0,8,1,12.5,1.25,0.16,0.00,0.00,24.4,0,0,0,0.05,-0.4,-0.4,230,285,80.7,4002,1108,110,124,88.7,92,101,91.1,21,40,52.5,0,0.4,0.7,-0.4,5,18,12,3,30,285,263,19,9,4,3,10,1,6,1,3,0,230,3,5,14,2.19,9,4,0,1,0,0,2,0.31,1,0,0,1,0,0,12,5,3,8,1,3,8,37.5,5,3,1,2,6,18,3,0,331,5,52,215,72,3,331,13,7,53.8,6,46.2,177,872,416,7,10,0,7,8,216,9,0,12,9,0,10,6,5,0,0,0,32,4,6,40.0
Lewis Dunk,ENG,DF,Brighton,Premier League,32,1991,8,8,705,7.8,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.7,8,56,1,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.09,0.03,0.09,7.8,0,3,0,0.0,0.38,0.00,0.00,,15.2,1,0,0,0.08,-0.2,-0.2,587,645,91.0,10289,3576,250,258,96.9,284,300,94.7,43,72,59.7,0,0.4,0.3,-0.4,4,54,1,0,56,645,589,56,27,1,3,2,6,0,0,0,0,587,0,3,8,1.02,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0,3,1,3,0,0,1,1,100.0,0,9,5,4,7,10,20,0,694,87,350,305,46,6,694,1,0,0.0,1,100.0,427,2076,1117,8,5,0,0,2,504,1,0,1,4,1,2,7,1,0,0,0,41,16,12,57.1
Jhon Durán,COL,FW,Aston Villa,Premier League,20,2003,9,0,241,2.7,4,0,4,4,0,0,1,0,2.4,2.4,0.0,2.4,3,5,16,1.49,0.00,1.49,1.49,1.49,0.89,0.02,0.90,0.89,0.90,2.7,4,14,6,42.9,5.23,2.24,0.29,0.67,14.9,0,0,0,0.17,+1.6,+1.6,45,66,68.2,653,163,23,29,79.3,16,23,69.6,3,5,60.0,0,0.0,0.2,0.0,1,7,0,0,5,66,63,2,0,2,0,2,0,0,0,0,0,45,1,2,6,2.24,3,0,0,0,2,1,0,0.00,0,0,0,0,0,0,5,4,1,0,4,1,3,33.3,2,3,0,3,0,5,6,0,121,7,14,51,57,21,121,9,2,22.2,7,77.8,69,243,105,3,1,0,6,9,91,16,0,4,8,1,2,0,4,0,0,0,5,12,12,50.0
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23,2001,5,2,185,2.1,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.5,4,2,16,0.00,0.49,0.49,0.00,0.49,0.06,0.17,0.22,0.06,0.22,2.1,0,2,0,0.0,0.97,0.00,0.00,,11.7,0,0,0,0.06,-0.1,-0.1,37,50,74.0,475,41,22,26,84.6,10,13,76.9,2,5,40.0,1,0.3,0.1,+0.7,3,0,2,1,2,50,48,2,0,0,0,3,2,0,0,0,0,37,0,2,6,2.92,5,0,0,1,0,0,1,0.49,1,0,0,0,0,0,3,2,0,2,1,2,4,50.0,2,1,1,0,2,5,2,0,72,3,8,24,40,10,72,2,1,50.0,1,50.0,49,244,75,4,1,3,7,1,49,16,0,3,4,1,3,2,2,0,0,0,8,1,4,20.0
Julien Duranville,BEL,FW,Dortmund,Bundesliga,18,2006,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,4,1,3,0.00,0.00,0.00,0.00,0.00,0.09,1.15,1.25,0.09,1.25,0.3,0,1,0,0.0,3.60,0.00,0.00,,16.5,0,0,0,0.03,0.0,0.0,3,7,42.9,50,40,2,3,66.7,1,3,33.3,0,1,0.0,0,0.3,0.5,-0.3,1,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,0,0,4,7,4,11,4,3,75.0,0,0.0,7,95,81,4,2,2,1,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,
Hugo Duro,ESP,FW,Valencia,La Liga,24,1999,9,8,703,7.8,2,0,2,2,0,0,2,0,1.4,1.4,0.2,1.6,5,8,25,0.26,0.00,0.26,0.26,0.26,0.18,0.03,0.21,0.18,0.21,7.8,2,14,3,21.4,1.79,0.38,0.14,0.67,14.4,1,0,0,0.10,+0.6,+0.6,94,131,71.8,1252,139,56,74,75.7,26,34,76.5,3,7,42.9,0,0.2,0.2,-0.2,6,4,1,0,8,131,122,9,0,0,0,2,0,0,0,0,0,94,0,6,10,1.28,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,7,5,3,3,1,2,2,100.0,0,6,1,5,6,13,5,0,201,5,18,105,82,27,201,6,1,16.7,5,83.3,86,295,90,5,1,1,19,11,141,25,0,18,17,3,2,6,5,0,1,0,20,17,34,33.3
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue ,27,1997,5,4,327,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,14,4,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06,3.6,0,2,0,0.0,0.55,0.00,0.00,,17.2,0,0,0,0.07,-0.1,-0.1,148,189,78.3,2487,1064,70,81,86.4,63,74,85.1,14,25,56.0,0,0.1,0.1,-0.1,1,14,2,2,14,189,149,39,3,0,0,6,36,0,0,0,0,148,1,4,5,1.38,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,12,9,6,3,3,10,20,50.0,10,6,0,6,4,16,15,0,234,14,78,115,41,2,234,4,2,50.0,1,25.0,98,410,208,3,4,1,4,1,119,4,0,6,3,0,6,4,9,0,0,0,10,4,2,66.7
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,30,1993,8,6,506,5.6,2,0,2,1,1,1,0,0,1.7,0.9,1.7,2.6,14,27,46,0.36,0.00,0.36,0.18,0.18,0.30,0.30,0.61,0.16,0.47,5.6,2,20,5,25.0,3.56,0.89,0.05,0.20,22.4,2,1,1,0.05,+0.3,+0.1,235,287,81.9,4043,872,123,136,90.4,72,86,83.7,30,47,63.8,0,1.7,1.9,-1.7,16,15,11,3,27,287,253,33,10,0,7,27,4,14,6,4,1,235,1,6,33,5.88,20,6,1,4,2,0,1,0.18,0,0,0,0,1,0,9,4,1,5,3,4,6,66.7,2,3,0,3,1,10,0,0,357,2,24,143,191,32,356,15,5,33.3,7,46.7,234,1256,489,14,11,10,19,11,277,46,0,1,17,1,27,1,4,1,0,0,17,1,5,16.7
Stefan Džodić,SRB,DF,Montpellier,Ligue ,19,2005,3,2,172,1.9,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,1.9,0,1,0,0.0,0.52,0.00,0.00,,31.5,0,0,0,0.01,0.0,0.0,105,113,92.9,1911,709,38,40,95.0,63,66,95.5,3,6,50.0,0,0.0,0.0,0.0,0,6,0,0,6,113,109,4,2,0,1,0,0,0,0,0,0,105,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,2,3,2,0,3,5,60.0,2,2,1,1,4,9,7,0,134,15,72,59,3,1,134,0,0,,0,,88,497,294,2,1,0,0,0,98,0,0,3,2,0,0,4,2,0,0,0,8,0,4,0.0
Adam Dźwigała,POL,"MF,DF",St. Pauli,Bundesliga,29,1995,5,0,98,1.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,4,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,1.1,0,4,0,0.0,3.67,0.00,0.00,,10.6,0,0,0,0.09,-0.4,-0.4,52,72,72.2,947,466,16,22,72.7,31,35,88.6,4,14,28.6,0,0.0,0.1,0.0,0,3,1,0,4,72,58,14,2,0,0,2,11,0,0,0,0,52,0,2,2,1.84,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,3,7,1,0,5,7,71.4,2,0,0,0,0,8,4,0,90,3,34,39,17,4,90,1,0,0.0,1,100.0,31,84,44,0,0,0,1,0,50,2,0,1,1,0,2,0,3,0,0,0,2,3,1,75.0
Aron Dønnum,NOR,"DF,MF",Toulouse,Ligue ,26,1998,8,7,552,6.1,0,0,0,0,0,0,3,0,0.5,0.5,0.2,0.7,22,29,44,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.12,0.08,0.12,6.1,0,3,0,0.0,0.49,0.00,0.00,,22.2,0,0,0,0.17,-0.5,-0.5,188,251,74.9,2916,1004,115,124,92.7,59,81,72.8,12,29,41.4,0,0.2,0.3,-0.2,3,14,5,1,29,251,213,37,8,0,3,25,29,0,0,0,0,188,1,7,10,1.63,6,0,1,1,2,0,1,0.16,0,0,0,1,0,0,7,4,2,5,0,2,9,22.2,7,3,1,2,4,11,9,0,310,12,56,151,114,13,310,20,6,30.0,12,60.0,178,1129,732,22,14,7,10,8,195,44,0,11,10,0,25,4,4,0,0,0,34,3,3,50.0
Ederson,BRA,GK,Manchester City,Premier League,31,1993,9,9,810,9.0,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.11,0.11,0.00,0.11,0.00,0.04,0.04,0.00,0.04,9.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,245,288,85.1,5939,3942,52,52,100.0,138,140,98.6,54,94,57.4,1,0.4,0.0,+0.6,1,6,1,0,1,288,256,32,12,0,0,0,0,0,0,0,0,245,0,1,3,0.33,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,310,204,306,4,0,0,310,0,0,,0,,197,934,551,0,0,0,1,0,204,0,0,1,0,0,0,1,0,0,1,0,19,0,1,0.0
Éderson,BRA,MF,Atalanta,Serie A,25,1999,10,10,814,9.0,1,1,2,1,0,0,3,0,0.6,0.6,0.6,1.3,9,70,27,0.11,0.11,0.22,0.11,0.22,0.07,0.07,0.14,0.07,0.14,9.0,1,10,7,70.0,1.11,0.77,0.10,0.14,19.3,0,0,0,0.06,+0.4,+0.4,482,546,88.3,9413,2608,168,189,88.9,252,270,93.3,59,75,78.7,1,0.6,1.5,+0.4,8,56,15,2,70,546,526,20,17,2,12,6,3,0,0,0,0,482,0,3,29,3.21,21,0,3,2,1,2,5,0.55,4,0,0,1,0,0,7,5,2,5,0,3,7,42.9,4,3,0,3,10,17,8,0,634,15,112,367,161,18,634,18,8,44.4,7,38.9,411,1775,845,9,12,3,20,14,490,27,0,14,17,0,6,10,5,0,0,0,52,14,9,60.9
George Edmundson,ENG,DF,Ipswich Town,Premier League,27,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,Premier League,26,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.00,0.00,0.00,0.00,0.00,0.31,0.04,0.34,0.31,0.34,1.3,0,5,1,20.0,3.91,0.78,0.00,0.00,20.9,0,0,0,0.08,-0.4,-0.4,17,28,60.7,230,46,11,16,68.8,4,7,57.1,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,4,28,28,0,0,0,0,1,0,0,0,0,0,17,0,2,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0,45,1,4,23,18,8,45,1,0,0.0,1,100.0,23,107,50,2,1,2,4,1,26,7,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0
Odsonne Édouard,FRA,FW,Leicester City,Premier League,26,1998,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,0.3,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,6,8,75.0,59,5,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1,2,6.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,1,1,6,11,6,18,2,1,50.0,1,50.0,9,25,2,0,0,1,5,2,11,2,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0
Samuel Edozie,ENG,"DF,FW",Southampton,Premier League,21,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,0.7,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0.0,0,0.1,0.2,-0.1,1,0,3,0,4,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23,0,2,1,0,4,0,1,0,0,0,1,0,0,
Johannes Eggestein,GER,FW,St. Pauli,Bundesliga,26,1998,8,8,648,7.2,0,1,1,0,0,0,1,0,0.9,0.9,1.1,2.0,11,18,49,0.00,0.14,0.14,0.00,0.14,0.13,0.15,0.28,0.13,0.28,7.2,0,13,4,30.8,1.81,0.56,0.00,0.00,16.1,0,0,0,0.07,-0.9,-0.9,135,185,73.0,2001,415,64,81,79.0,51,62,82.3,8,18,44.4,1,1.1,0.6,-0.1,10,8,5,1,18,185,174,10,0,2,1,15,0,0,0,0,0,135,1,10,17,2.36,15,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,237,2,12,125,103,28,237,5,3,60.0,2,40.0,140,599,256,11,7,5,19,9,195,49,0,6,8,5,15,0,0,0,0,0,20,4,37,9.8
